pos_x, pos_y, theta (rad)
0, 0.00107861, 0.000165097
4.76837e-07, 0.00215816, 0.000330193
9.53674e-07, 0.00323677, 0.00049529
1.43051e-06, 0.00431633, 0.000660386
2.38419e-06, 0.00539494, 0.000825483
3.33786e-06, 0.00647354, 0.000990579
4.29153e-06, 0.0075531, 0.00115568
5.72205e-06, 0.00863171, 0.00132077
7.62939e-06, 0.00971127, 0.00148587
9.05991e-06, 0.0107899, 0.00165097
1.09673e-05, 0.0118685, 0.00181606
1.28746e-05, 0.012948, 0.00198116
1.52588e-05, 0.0140266, 0.00214626
1.7643e-05, 0.0151052, 0.00231135
2.00272e-05, 0.0161848, 0.00247645
2.28882e-05, 0.0172634, 0.00264154
2.57492e-05, 0.018343, 0.00280664
2.86102e-05, 0.0194216, 0.00297174
3.24249e-05, 0.0205002, 0.00313683
3.52859e-05, 0.0215797, 0.00330193
3.95775e-05, 0.0226583, 0.00346703
4.33922e-05, 0.0237379, 0.00363212
4.72069e-05, 0.0248165, 0.00379722
5.14984e-05, 0.0258951, 0.00396232
5.57899e-05, 0.0269747, 0.00412741
6.05583e-05, 0.0280533, 0.00429251
6.48499e-05, 0.0291319, 0.00445761
6.96182e-05, 0.0302114, 0.0046227
7.48634e-05, 0.0312901, 0.0047878
8.01086e-05, 0.0323696, 0.0049529
8.58307e-05, 0.0334482, 0.00511799
9.10759e-05, 0.0345268, 0.00528309
9.67979e-05, 0.0356064, 0.00544819
0.000102997, 0.036685, 0.00561328
0.000109196, 0.0377636, 0.00577838
0.000115395, 0.0388432, 0.00594347
0.00012207, 0.0399218, 0.00610857
0.000128746, 0.0410013, 0.00627367
0.000135422, 0.0420799, 0.00643876
0.000142574, 0.0431585, 0.00660386
0.000149727, 0.0442381, 0.00676896
0.000156879, 0.0453167, 0.00693405
0.000164986, 0.0463953, 0.00709915
0.000172615, 0.0474749, 0.00726425
0.000180244, 0.0485535, 0.00742934
0.000188351, 0.0496321, 0.00759444
0.000196934, 0.0507116, 0.00775954
0.000205517, 0.0517902, 0.00792463
0.000213623, 0.0528688, 0.00808973
0.000222683, 0.0539484, 0.00825483
0.000231743, 0.055027, 0.00841992
0.000240803, 0.0561066, 0.00858502
0.000249863, 0.0571852, 0.00875012
0.000259876, 0.0582638, 0.00891521
0.000269413, 0.0593433, 0.00908031
0.000279427, 0.0604219, 0.0092454
0.00028944, 0.0615005, 0.0094105
0.000299454, 0.0625801, 0.0095756
0.000309944, 0.0636587, 0.00974069
0.000320435, 0.0647373, 0.00990579
0.000331402, 0.0658169, 0.0100709
0.000342369, 0.0668955, 0.010236
0.000353336, 0.0679741, 0.0104011
0.00036478, 0.0690536, 0.0105662
0.000376225, 0.0701323, 0.0107313
0.000388145, 0.0712109, 0.0108964
0.00039959, 0.0722904, 0.0110615
0.00041151, 0.073369, 0.0112266
0.000424385, 0.0744476, 0.0113917
0.000436306, 0.0755272, 0.0115568
0.000449181, 0.0766058, 0.0117219
0.000461578, 0.0776844, 0.0118869
0.000474453, 0.078763, 0.012052
0.000487804, 0.0798426, 0.0122171
0.000501156, 0.0809212, 0.0123822
0.000514507, 0.0819998, 0.0125473
0.000528336, 0.0830793, 0.0127124
0.000541687, 0.0841579, 0.0128775
0.000555992, 0.0852365, 0.0130426
0.00056982, 0.0863161, 0.0132077
0.000584126, 0.0873947, 0.0133728
0.000598907, 0.0884733, 0.0135379
0.000613689, 0.0895519, 0.013703
0.000628471, 0.0906315, 0.0138681
0.00064373, 0.0917101, 0.0140332
0.000658512, 0.0927887, 0.0141983
0.000674248, 0.0938683, 0.0143634
0.000689983, 0.0949469, 0.0145285
0.000705242, 0.0960255, 0.0146936
0.000721455, 0.0971041, 0.0148587
0.00073719, 0.0981836, 0.0150238
0.00075388, 0.0992622, 0.0151889
0.000770569, 0.100341, 0.015354
0.000786781, 0.101419, 0.0155191
0.000803471, 0.102499, 0.0156842
0.000820637, 0.103578, 0.0158493
0.000837803, 0.104656, 0.0160144
0.000855446, 0.105735, 0.0161795
0.000873089, 0.106814, 0.0163446
0.000890732, 0.107893, 0.0165097
0.000908375, 0.108972, 0.0166748
0.000926495, 0.11005, 0.0168399
0.000945091, 0.11113, 0.0170049
0.000963211, 0.112208, 0.01717
0.000981808, 0.113287, 0.0173351
0.00100088, 0.114366, 0.0175002
0.00101995, 0.115444, 0.0176653
0.00103903, 0.116524, 0.0178304
