pos_x, pos_y, theta (rad)
6.67572e-06, 0.00931072, 0.00142459
2.67029e-05, 0.0186205, 0.00284919
5.96046e-05, 0.0279312, 0.00427378
0.000105858, 0.037241, 0.00569837
0.000165939, 0.0465517, 0.00712297
0.000238895, 0.0558615, 0.00854756
0.000324726, 0.0651712, 0.00997215
0.000424385, 0.074481, 0.0113967
0.000537395, 0.0837908, 0.0128213
0.000662804, 0.0931005, 0.0142459
0.000802517, 0.102409, 0.0156705
0.000954628, 0.111718, 0.0170951
0.00112057, 0.121027, 0.0185197
0.00129986, 0.130336, 0.0199443
0.00149202, 0.139645, 0.0213689
0.00169754, 0.148952, 0.0227935
0.00191641, 0.15826, 0.0242181
0.00214863, 0.167567, 0.0256427
0.00239372, 0.176875, 0.0270673
0.00265217, 0.186181, 0.0284919
0.00292444, 0.195488, 0.0299165
0.00320959, 0.204794, 0.0313411
0.00350761, 0.214099, 0.0327656
0.00381947, 0.223405, 0.0341902
0.00414419, 0.232709, 0.0356148
0.00448227, 0.242013, 0.0370394
0.0048337, 0.251317, 0.038464
0.00519848, 0.26062, 0.0398886
0.00557613, 0.269923, 0.0413132
0.00596762, 0.279225, 0.0427378
0.00637197, 0.288527, 0.0441624
0.00678968, 0.297828, 0.045587
0.00722075, 0.307128, 0.0470116
0.00766468, 0.316427, 0.0484362
0.00812244, 0.325727, 0.0498607
0.00859308, 0.335025, 0.0512853
0.0090766, 0.344323, 0.0527099
0.00957394, 0.35362, 0.0541345
0.0100842, 0.362916, 0.0555591
0.0106082, 0.372211, 0.0569837
0.0111446, 0.381507, 0.0584083
0.0116949, 0.3908, 0.0598329
0.0122581, 0.400094, 0.0612575
0.0128345, 0.409387, 0.0626821
0.0134249, 0.418678, 0.0641067
0.0140276, 0.427969, 0.0655313
0.0146441, 0.437259, 0.0669559
0.0152736, 0.446548, 0.0683805
0.0159163, 0.455836, 0.0698051
0.0165725, 0.465123, 0.0712297
0.0172415, 0.474409, 0.0726542
0.0179238, 0.483695, 0.0740788
0.0186195, 0.492979, 0.0755034
0.0193286, 0.502262, 0.076928
0.0200505, 0.511544, 0.0783526
0.0207858, 0.520825, 0.0797772
0.0215344, 0.530107, 0.0812018
0.0222964, 0.539385, 0.0826264
0.0230713, 0.548663, 0.084051
0.02386, 0.55794, 0.0854756
0.0246611, 0.567216, 0.0869002
0.0254755, 0.57649, 0.0883248
0.0263038, 0.585764, 0.0897494
0.0271449, 0.595037, 0.091174
0.0279989, 0.604307, 0.0925986
0.0288668, 0.613577, 0.0940232
0.0297475, 0.622846, 0.0954478
0.0306411, 0.632113, 0.0968724
0.031548, 0.641379, 0.098297
0.0324683, 0.650644, 0.0997216
0.033402, 0.659907, 0.101146
0.0343485, 0.669169, 0.102571
0.0353084, 0.678431, 0.103995
0.0362816, 0.68769, 0.10542
0.0372677, 0.696948, 0.106845
0.0382676, 0.706204, 0.108269
0.0392804, 0.715459, 0.109694
0.0403061, 0.724713, 0.111118
0.0413446, 0.733965, 0.112543
0.042397, 0.743216, 0.113968
0.0434623, 0.752465, 0.115392
0.0445409, 0.761713, 0.116817
0.0456328, 0.770959, 0.118241
0.0467377, 0.780204, 0.119666
0.0478559, 0.789447, 0.121091
0.0489869, 0.798688, 0.122515
0.0501313, 0.807927, 0.12394
0.0512891, 0.817165, 0.125364
0.0524597, 0.826402, 0.126789
0.0536437, 0.835637, 0.128213
0.0548406, 0.84487, 0.129638
0.0560508, 0.854101, 0.131063
0.0572739, 0.863331, 0.132487
0.0585103, 0.872559, 0.133912
0.0597601, 0.881784, 0.135336
0.0610228, 0.891009, 0.136761
0.0622988, 0.900231, 0.138186
0.0635877, 0.909452, 0.13961
0.0648899, 0.918672, 0.141035
0.066205, 0.927888, 0.142459
0.067534, 0.937103, 0.143884
0.0688753, 0.946317, 0.145309
0.07023, 0.955527, 0.146733
0.0715981, 0.964737, 0.148158
0.072979, 0.973945, 0.149582
0.0743728, 0.98315, 0.151007
0.0757799, 0.992353, 0.152432
0.0771999, 1.00155, 0.153856
0.0786333, 1.01075, 0.155281
0.0800796, 1.01995, 0.156705
0.0815392, 1.02915, 0.15813
0.0830121, 1.03834, 0.159555
0.0844979, 1.04753, 0.160979
0.0859971, 1.05672, 0.162404
0.0875087, 1.06591, 0.163828
0.0890336, 1.07509, 0.165253
0.0905719, 1.08427, 0.166678
0.092123, 1.09345, 0.168102
0.0936871, 1.10263, 0.169527
0.0952644, 1.11181, 0.170951
0.0968552, 1.12098, 0.172376
0.0984583, 1.13015, 0.173801
0.100075, 1.13932, 0.175225
0.101705, 1.14849, 0.17665
0.103347, 1.15765, 0.178074
0.105003, 1.16681, 0.179499
0.106672, 1.17597, 0.180924
0.108354, 1.18513, 0.182348
0.110048, 1.19429, 0.183773
0.111756, 1.20344, 0.185197
0.113477, 1.21259, 0.186622
0.115211, 1.22174, 0.188047
0.116958, 1.23088, 0.189471
0.118718, 1.24002, 0.190896
0.120491, 1.24916, 0.19232
