scene_number,path,rotationSpeed,stop_angle,pause_time,volume_start,volume_poured,volume_received,spilled_volume
1,../../output/MediumBottle/Medium_50_1000_20,0.03,20.0,1.0,49.995,0.0075,0.0025,0.005
2,../../output/MediumBottle/Medium_50_1000_22,0.03,22.0,1.0,49.995,0.0025,0.0,0.0025
3,../../output/MediumBottle/Medium_50_1000_24,0.03,24.0,1.0,49.995,0.005,0.0,0.005
4,../../output/MediumBottle/Medium_50_1000_26,0.03,26.0,1.0,49.995,0.0075,0.0025,0.005
5,../../output/MediumBottle/Medium_50_1000_28,0.03,28.0,1.0,49.995,0.0,0.0,0.0
6,../../output/MediumBottle/Medium_50_1000_30,0.03,30.0,1.0,49.995,0.0,0.0,0.0
7,../../output/MediumBottle/Medium_50_1000_32,0.03,32.0,1.0,49.995,0.0,0.0,0.0
8,../../output/MediumBottle/Medium_50_1000_34,0.03,34.0,1.0,49.995,0.0,0.0,0.0
9,../../output/MediumBottle/Medium_50_1000_36,0.03,36.0,1.0,49.995,0.0,0.0,0.0
10,../../output/MediumBottle/Medium_50_1000_38,0.03,38.0,1.0,49.995,0.0025,0.0025,0.0
11,../../output/MediumBottle/Medium_50_1000_40,0.03,40.0,1.0,49.995,0.0,0.0,0.0
12,../../output/MediumBottle/Medium_50_1000_42,0.03,42.0,1.0,49.995,0.0025,0.0,0.0025
13,../../output/MediumBottle/Medium_50_1000_44,0.03,44.0,1.0,49.995,0.0025,0.0025,0.0
14,../../output/MediumBottle/Medium_50_1000_46,0.03,46.0,1.0,49.995,0.0025,0.0,0.0025
15,../../output/MediumBottle/Medium_50_1000_48,0.03,48.0,1.0,49.995,0.0025,0.0,0.0025
16,../../output/MediumBottle/Medium_50_1000_50,0.03,50.0,1.0,49.995,0.0075,0.0,0.0075
17,../../output/MediumBottle/Medium_50_1000_52,0.03,52.0,1.0,49.995,0.0025,0.0,0.0025
18,../../output/MediumBottle/Medium_50_1000_54,0.03,54.0,1.0,49.995,0.005,0.0025,0.0025
19,../../output/MediumBottle/Medium_50_1000_56,0.03,56.0,1.0,49.995,0.0175,0.0,0.0175
20,../../output/MediumBottle/Medium_50_1000_58,0.03,58.0,1.0,49.995,0.0175,0.0,0.0175
21,../../output/MediumBottle/Medium_50_1000_60,0.03,60.0,1.0,49.995,0.02,0.0025,0.0175
22,../../output/MediumBottle/Medium_50_1000_62,0.03,62.0,1.0,49.995,0.07,0.035,0.035
23,../../output/MediumBottle/Medium_50_1000_64,0.03,64.0,1.0,49.995,0.2375,0.215,0.0225
24,../../output/MediumBottle/Medium_50_1000_66,0.03,66.0,1.0,49.995,0.7625,0.7175,0.045
25,../../output/MediumBottle/Medium_50_1000_68,0.03,68.0,1.0,49.995,1.465,1.4375,0.0275
26,../../output/MediumBottle/Medium_50_1000_70,0.03,70.0,1.0,49.995,2.29,2.26,0.03
27,../../output/MediumBottle/Medium_50_1000_72,0.03,72.0,1.0,49.995,3.0175,2.9775,0.04
28,../../output/MediumBottle/Medium_50_1000_74,0.03,74.0,1.0,49.995,3.5225,3.465,0.0575
29,../../output/MediumBottle/Medium_50_1000_76,0.03,76.0,1.0,49.995,3.9575,3.8975,0.06
30,../../output/MediumBottle/Medium_50_1000_78,0.03,78.0,1.0,49.995,4.385,4.3275,0.0575
31,../../output/MediumBottle/Medium_50_1000_80,0.03,80.0,1.0,49.995,5.59,5.525,0.065
32,../../output/MediumBottle/Medium_50_1000_82,0.03,82.0,1.0,49.995,8.0875,8.025,0.0625
33,../../output/MediumBottle/Medium_50_1000_84,0.03,84.0,1.0,49.995,12.0875,12.025,0.0625
34,../../output/MediumBottle/Medium_50_1000_86,0.03,86.0,1.0,49.995,17.03,16.9575,0.0725
35,../../output/MediumBottle/Medium_50_1000_88,0.03,88.0,1.0,49.995,21.995,21.93,0.065
36,../../output/MediumBottle/Medium_50_1000_90,0.03,90.0,1.0,49.995,26.83,26.74,0.09
37,../../output/MediumBottle/Medium_50_1399_20,0.03,20.0,1.4,49.995,0.005,0.0025,0.0025
38,../../output/MediumBottle/Medium_50_1399_22,0.03,22.0,1.4,49.995,0.0075,0.0025,0.005
39,../../output/MediumBottle/Medium_50_1399_24,0.03,24.0,1.4,49.995,0.0025,0.0,0.0025
40,../../output/MediumBottle/Medium_50_1399_26,0.03,26.0,1.4,49.995,0.005,0.0,0.005
41,../../output/MediumBottle/Medium_50_1399_28,0.03,28.0,1.4,49.995,0.0025,0.0025,0.0
42,../../output/MediumBottle/Medium_50_1399_30,0.03,30.0,1.4,49.995,0.0,0.0,0.0
43,../../output/MediumBottle/Medium_50_1399_32,0.03,32.0,1.4,49.995,0.0025,0.0,0.0025
44,../../output/MediumBottle/Medium_50_1399_34,0.03,34.0,1.4,49.995,0.0025,0.0,0.0025
45,../../output/MediumBottle/Medium_50_1399_36,0.03,36.0,1.4,49.995,0.0,0.0,0.0
46,../../output/MediumBottle/Medium_50_1399_38,0.03,38.0,1.4,49.995,0.0,0.0,0.0
47,../../output/MediumBottle/Medium_50_1399_40,0.03,40.0,1.4,49.995,0.0,0.0,0.0
48,../../output/MediumBottle/Medium_50_1399_42,0.03,42.0,1.4,49.995,0.0075,0.0025,0.005
49,../../output/MediumBottle/Medium_50_1399_44,0.03,44.0,1.4,49.995,0.0025,0.0,0.0025
50,../../output/MediumBottle/Medium_50_1399_46,0.03,46.0,1.4,49.995,0.0075,0.0075,0.0
51,../../output/MediumBottle/Medium_50_1399_48,0.03,48.0,1.4,49.995,0.0,0.0,0.0
52,../../output/MediumBottle/Medium_50_1399_50,0.03,50.0,1.4,49.995,0.0125,0.005,0.0075
53,../../output/MediumBottle/Medium_50_1399_52,0.03,52.0,1.4,49.995,0.01,0.0025,0.0075
54,../../output/MediumBottle/Medium_50_1399_54,0.03,54.0,1.4,49.995,0.005,0.0025,0.0025
55,../../output/MediumBottle/Medium_50_1399_56,0.03,56.0,1.4,49.995,0.03,0.0025,0.0275
56,../../output/MediumBottle/Medium_50_1399_58,0.03,58.0,1.4,49.995,0.03,0.0025,0.0275
57,../../output/MediumBottle/Medium_50_1399_60,0.03,60.0,1.4,49.995,0.0225,0.005,0.0175
58,../../output/MediumBottle/Medium_50_1399_62,0.03,62.0,1.4,49.995,0.0575,0.0325,0.025
59,../../output/MediumBottle/Medium_50_1399_64,0.03,64.0,1.4,49.995,0.25,0.2175,0.0325
60,../../output/MediumBottle/Medium_50_1399_66,0.03,66.0,1.4,49.995,0.765,0.73,0.035
61,../../output/MediumBottle/Medium_50_1399_68,0.03,68.0,1.4,49.995,1.4775,1.44,0.0375
62,../../output/MediumBottle/Medium_50_1399_70,0.03,70.0,1.4,49.995,2.3,2.265,0.035
63,../../output/MediumBottle/Medium_50_1399_72,0.03,72.0,1.4,49.995,3.0125,2.975,0.0375
64,../../output/MediumBottle/Medium_50_1399_74,0.03,74.0,1.4,49.995,3.5275,3.475,0.0525
65,../../output/MediumBottle/Medium_50_1399_76,0.03,76.0,1.4,49.995,3.975,3.91,0.065
66,../../output/MediumBottle/Medium_50_1399_78,0.03,78.0,1.4,49.995,4.3875,4.3275,0.06
67,../../output/MediumBottle/Medium_50_1399_80,0.03,80.0,1.4,49.995,5.65,5.58,0.07
68,../../output/MediumBottle/Medium_50_1399_82,0.03,82.0,1.4,49.995,8.34,8.2625,0.0775
69,../../output/MediumBottle/Medium_50_1399_84,0.03,84.0,1.4,49.995,12.57,12.4975,0.0725
70,../../output/MediumBottle/Medium_50_1399_86,0.03,86.0,1.4,49.995,17.5875,17.5225,0.065
71,../../output/MediumBottle/Medium_50_1399_88,0.03,88.0,1.4,49.995,22.6775,22.5925,0.085
72,../../output/MediumBottle/Medium_50_1399_90,0.03,90.0,1.4,49.995,27.435,27.3525,0.0825
73,../../output/MediumBottle/Medium_50_1799_20,0.03,20.0,1.8,49.995,0.005,0.0,0.005
74,../../output/MediumBottle/Medium_50_1799_22,0.03,22.0,1.8,49.995,0.0075,0.0,0.0075
75,../../output/MediumBottle/Medium_50_1799_24,0.03,24.0,1.8,49.995,0.0025,0.0,0.0025
76,../../output/MediumBottle/Medium_50_1799_26,0.03,26.0,1.8,49.995,0.0025,0.0,0.0025
77,../../output/MediumBottle/Medium_50_1799_28,0.03,28.0,1.8,49.995,0.0,0.0,0.0
78,../../output/MediumBottle/Medium_50_1799_30,0.03,30.0,1.8,49.995,0.0,0.0,0.0
79,../../output/MediumBottle/Medium_50_1799_32,0.03,32.0,1.8,49.995,0.0025,0.0,0.0025
80,../../output/MediumBottle/Medium_50_1799_34,0.03,34.0,1.8,49.995,0.0025,0.0,0.0025
81,../../output/MediumBottle/Medium_50_1799_36,0.03,36.0,1.8,49.995,0.0025,0.0025,0.0
82,../../output/MediumBottle/Medium_50_1799_38,0.03,38.0,1.8,49.995,0.0025,0.0,0.0025
83,../../output/MediumBottle/Medium_50_1799_40,0.03,40.0,1.8,49.995,0.0,0.0,0.0
84,../../output/MediumBottle/Medium_50_1799_42,0.03,42.0,1.8,49.995,0.0,0.0,0.0
85,../../output/MediumBottle/Medium_50_1799_44,0.03,44.0,1.8,49.995,0.0025,0.0025,0.0
86,../../output/MediumBottle/Medium_50_1799_46,0.03,46.0,1.8,49.995,0.0025,0.0025,0.0
87,../../output/MediumBottle/Medium_50_1799_48,0.03,48.0,1.8,49.995,0.0,0.0,0.0
88,../../output/MediumBottle/Medium_50_1799_50,0.03,50.0,1.8,49.995,0.01,0.0025,0.0075
89,../../output/MediumBottle/Medium_50_1799_52,0.03,52.0,1.8,49.995,0.0075,0.0,0.0075
90,../../output/MediumBottle/Medium_50_1799_54,0.03,54.0,1.8,49.995,0.005,0.0025,0.0025
91,../../output/MediumBottle/Medium_50_1799_56,0.03,56.0,1.8,49.995,0.0225,0.0,0.0225
92,../../output/MediumBottle/Medium_50_1799_58,0.03,58.0,1.8,49.995,0.025,0.0,0.025
93,../../output/MediumBottle/Medium_50_1799_60,0.03,60.0,1.8,49.995,0.025,0.005,0.02
94,../../output/MediumBottle/Medium_50_1799_62,0.03,62.0,1.8,49.995,0.0575,0.0375,0.02
95,../../output/MediumBottle/Medium_50_1799_64,0.03,64.0,1.8,49.995,0.255,0.2175,0.0375
96,../../output/MediumBottle/Medium_50_1799_66,0.03,66.0,1.8,49.995,0.77,0.73,0.04
97,../../output/MediumBottle/Medium_50_1799_68,0.03,68.0,1.8,49.995,1.475,1.445,0.03
98,../../output/MediumBottle/Medium_50_1799_70,0.03,70.0,1.8,49.995,2.3025,2.265,0.0375
99,../../output/MediumBottle/Medium_50_1799_72,0.03,72.0,1.8,49.995,3.015,2.975,0.04
100,../../output/MediumBottle/Medium_50_1799_74,0.03,74.0,1.8,49.995,3.5325,3.4775,0.055
101,../../output/MediumBottle/Medium_50_1799_76,0.03,76.0,1.8,49.995,3.985,3.91,0.075
102,../../output/MediumBottle/Medium_50_1799_78,0.03,78.0,1.8,49.995,4.4025,4.3375,0.065
103,../../output/MediumBottle/Medium_50_1799_80,0.03,80.0,1.8,49.995,5.685,5.6175,0.0675
104,../../output/MediumBottle/Medium_50_1799_82,0.03,82.0,1.8,49.995,8.54,8.47,0.07
105,../../output/MediumBottle/Medium_50_1799_84,0.03,84.0,1.8,49.995,12.985,12.9125,0.0725
106,../../output/MediumBottle/Medium_50_1799_86,0.03,86.0,1.8,49.995,18.1225,18.0525,0.07
107,../../output/MediumBottle/Medium_50_1799_88,0.03,88.0,1.8,49.995,23.35,23.2825,0.0675
108,../../output/MediumBottle/Medium_50_1799_90,0.03,90.0,1.8,49.995,28.0675,27.925,0.1425
109,../../output/MediumBottle/Medium_50_200_20,0.03,20.0,0.2,0.0,0.0,0.0,0.0
110,../../output/MediumBottle/Medium_50_200_22,0.03,22.0,0.2,49.995,0.0,0.0,0.0
111,../../output/MediumBottle/Medium_50_200_24,0.03,24.0,0.2,49.995,0.0025,0.0025,0.0
112,../../output/MediumBottle/Medium_50_200_26,0.03,26.0,0.2,49.995,0.0,0.0,0.0
113,../../output/MediumBottle/Medium_50_200_28,0.03,28.0,0.2,49.995,0.0025,0.0,0.0025
114,../../output/MediumBottle/Medium_50_200_30,0.03,30.0,0.2,49.995,0.005,0.005,0.0
115,../../output/MediumBottle/Medium_50_200_32,0.03,32.0,0.2,49.995,0.0025,0.0025,0.0
116,../../output/MediumBottle/Medium_50_200_34,0.03,34.0,0.2,49.995,0.0,0.0,0.0
117,../../output/MediumBottle/Medium_50_200_36,0.03,36.0,0.2,49.995,0.0,0.0,0.0
118,../../output/MediumBottle/Medium_50_200_38,0.03,38.0,0.2,49.995,0.0,0.0,0.0
119,../../output/MediumBottle/Medium_50_200_40,0.03,40.0,0.2,49.995,0.0,0.0,0.0
120,../../output/MediumBottle/Medium_50_200_42,0.03,42.0,0.2,49.995,0.005,0.005,0.0
121,../../output/MediumBottle/Medium_50_200_44,0.03,44.0,0.2,49.995,0.0,0.0,0.0
122,../../output/MediumBottle/Medium_50_200_46,0.03,46.0,0.2,49.995,0.0,0.0,0.0
123,../../output/MediumBottle/Medium_50_200_48,0.03,48.0,0.2,49.995,0.005,0.0025,0.0025
124,../../output/MediumBottle/Medium_50_200_50,0.03,50.0,0.2,49.995,0.0,0.0,0.0
125,../../output/MediumBottle/Medium_50_200_52,0.03,52.0,0.2,49.995,0.0,0.0,0.0
126,../../output/MediumBottle/Medium_50_200_54,0.03,54.0,0.2,49.995,0.0025,0.0,0.0025
127,../../output/MediumBottle/Medium_50_200_56,0.03,56.0,0.2,49.995,0.005,0.0025,0.0025
128,../../output/MediumBottle/Medium_50_200_58,0.03,58.0,0.2,49.995,0.005,0.0,0.005
129,../../output/MediumBottle/Medium_50_200_60,0.03,60.0,0.2,49.995,0.015,0.0025,0.0125
130,../../output/MediumBottle/Medium_50_200_62,0.03,62.0,0.2,49.995,0.04,0.0175,0.0225
131,../../output/MediumBottle/Medium_50_200_64,0.03,64.0,0.2,49.995,0.23,0.1925,0.0375
132,../../output/MediumBottle/Medium_50_200_66,0.03,66.0,0.2,49.995,0.72,0.6875,0.0325
133,../../output/MediumBottle/Medium_50_200_68,0.03,68.0,0.2,49.995,1.415,1.385,0.03
134,../../output/MediumBottle/Medium_50_200_70,0.03,70.0,0.2,49.995,2.2225,2.195,0.0275
135,../../output/MediumBottle/Medium_50_200_72,0.03,72.0,0.2,49.995,2.96,2.9225,0.0375
136,../../output/MediumBottle/Medium_50_200_74,0.03,74.0,0.2,49.995,3.4725,3.425,0.0475
137,../../output/MediumBottle/Medium_50_200_76,0.03,76.0,0.2,49.995,3.925,3.875,0.05
138,../../output/MediumBottle/Medium_50_200_78,0.03,78.0,0.2,49.995,4.325,4.2725,0.0525
139,../../output/MediumBottle/Medium_50_200_80,0.03,80.0,0.2,49.995,5.3575,5.29,0.0675
140,../../output/MediumBottle/Medium_50_200_82,0.03,82.0,0.2,49.995,7.395,7.335,0.06
141,../../output/MediumBottle/Medium_50_200_84,0.03,84.0,0.2,49.995,10.9775,10.915,0.0625
142,../../output/MediumBottle/Medium_50_200_86,0.03,86.0,0.2,49.995,15.65,15.5825,0.0675
143,../../output/MediumBottle/Medium_50_200_88,0.03,88.0,0.2,49.995,20.5575,20.4875,0.07
144,../../output/MediumBottle/Medium_50_200_90,0.03,90.0,0.2,49.995,25.385,25.31,0.075
145,../../output/MediumBottle/Medium_50_600_20,0.03,20.0,0.6,49.995,0.005,0.0025,0.0025
146,../../output/MediumBottle/Medium_50_600_22,0.03,22.0,0.6,49.995,0.0025,0.0,0.0025
147,../../output/MediumBottle/Medium_50_600_24,0.03,24.0,0.6,49.995,0.0,0.0,0.0
148,../../output/MediumBottle/Medium_50_600_26,0.03,26.0,0.6,49.995,0.0025,0.0025,0.0
149,../../output/MediumBottle/Medium_50_600_28,0.03,28.0,0.6,49.995,0.0,0.0,0.0
150,../../output/MediumBottle/Medium_50_600_30,0.03,30.0,0.6,49.995,0.0,0.0,0.0
151,../../output/MediumBottle/Medium_50_600_32,0.03,32.0,0.6,49.995,0.0025,0.0025,0.0
152,../../output/MediumBottle/Medium_50_600_34,0.03,34.0,0.6,49.995,0.0,0.0,0.0
153,../../output/MediumBottle/Medium_50_600_36,0.03,36.0,0.6,49.995,0.0025,0.0,0.0025
154,../../output/MediumBottle/Medium_50_600_38,0.03,38.0,0.6,49.995,0.0,0.0,0.0
155,../../output/MediumBottle/Medium_50_600_40,0.03,40.0,0.6,49.995,0.0,0.0,0.0
156,../../output/MediumBottle/Medium_50_600_42,0.03,42.0,0.6,49.995,0.0025,0.0025,0.0
157,../../output/MediumBottle/Medium_50_600_44,0.03,44.0,0.6,49.995,0.0025,0.0025,0.0
158,../../output/MediumBottle/Medium_50_600_46,0.03,46.0,0.6,49.995,0.0025,0.0025,0.0
159,../../output/MediumBottle/Medium_50_600_48,0.03,48.0,0.6,49.995,0.0025,0.0,0.0025
160,../../output/MediumBottle/Medium_50_600_50,0.03,50.0,0.6,49.995,0.005,0.0,0.005
161,../../output/MediumBottle/Medium_50_600_52,0.03,52.0,0.6,49.995,0.0025,0.0025,0.0
162,../../output/MediumBottle/Medium_50_600_54,0.03,54.0,0.6,49.995,0.0025,0.0025,0.0
163,../../output/MediumBottle/Medium_50_600_56,0.03,56.0,0.6,49.995,0.015,0.005,0.01
164,../../output/MediumBottle/Medium_50_600_58,0.03,58.0,0.6,49.995,0.005,0.0,0.005
165,../../output/MediumBottle/Medium_50_600_60,0.03,60.0,0.6,49.995,0.015,0.0025,0.0125
166,../../output/MediumBottle/Medium_50_600_62,0.03,62.0,0.6,49.995,0.055,0.025,0.03
167,../../output/MediumBottle/Medium_50_600_64,0.03,64.0,0.6,49.995,0.2325,0.2125,0.02
168,../../output/MediumBottle/Medium_50_600_66,0.03,66.0,0.6,49.995,0.74,0.7075,0.0325
169,../../output/MediumBottle/Medium_50_600_68,0.03,68.0,0.6,49.995,1.44,1.4175,0.0225
170,../../output/MediumBottle/Medium_50_600_70,0.03,70.0,0.6,49.995,2.265,2.235,0.03
171,../../output/MediumBottle/Medium_50_600_72,0.03,72.0,0.6,49.995,2.9875,2.9525,0.035
172,../../output/MediumBottle/Medium_50_600_74,0.03,74.0,0.6,49.995,3.4975,3.4475,0.05
173,../../output/MediumBottle/Medium_50_600_76,0.03,76.0,0.6,49.995,3.9475,3.89,0.0575
174,../../output/MediumBottle/Medium_50_600_78,0.03,78.0,0.6,49.995,4.355,4.2975,0.0575
175,../../output/MediumBottle/Medium_50_600_80,0.03,80.0,0.6,49.995,5.48,5.4125,0.0675
176,../../output/MediumBottle/Medium_50_600_82,0.03,82.0,0.6,49.995,7.76,7.6875,0.0725
177,../../output/MediumBottle/Medium_50_600_84,0.03,84.0,0.6,49.995,11.58,11.5225,0.0575
178,../../output/MediumBottle/Medium_50_600_86,0.03,86.0,0.6,49.995,16.3575,16.2925,0.065
179,../../output/MediumBottle/Medium_50_600_88,0.03,88.0,0.6,49.995,21.305,21.2375,0.0675
180,../../output/MediumBottle/Medium_50_600_90,0.03,90.0,0.6,49.995,26.115,26.02,0.095
181,../../output/MediumBottle/Medium_60_1000_20,0.03,20.0,1.0,59.99,0.01,0.0025,0.0075
182,../../output/MediumBottle/Medium_60_1000_22,0.03,22.0,1.0,59.99,0.01,0.0025,0.0075
183,../../output/MediumBottle/Medium_60_1000_24,0.03,24.0,1.0,59.99,0.0025,0.0,0.0025
184,../../output/MediumBottle/Medium_60_1000_26,0.03,26.0,1.0,59.99,0.0075,0.0025,0.005
185,../../output/MediumBottle/Medium_60_1000_28,0.03,28.0,1.0,59.99,0.0025,0.0,0.0025
186,../../output/MediumBottle/Medium_60_1000_30,0.03,30.0,1.0,59.99,0.0075,0.005,0.0025
187,../../output/MediumBottle/Medium_60_1000_32,0.03,32.0,1.0,59.99,0.0075,0.0025,0.005
188,../../output/MediumBottle/Medium_60_1000_34,0.03,34.0,1.0,59.99,0.005,0.0,0.005
189,../../output/MediumBottle/Medium_60_1000_36,0.03,36.0,1.0,59.99,0.0025,0.0,0.0025
190,../../output/MediumBottle/Medium_60_1000_38,0.03,38.0,1.0,59.99,0.005,0.0025,0.0025
191,../../output/MediumBottle/Medium_60_1000_40,0.03,40.0,1.0,59.99,0.0025,0.0,0.0025
192,../../output/MediumBottle/Medium_60_1000_42,0.03,42.0,1.0,59.99,0.005,0.0,0.005
193,../../output/MediumBottle/Medium_60_1000_44,0.03,44.0,1.0,59.99,0.0025,0.0,0.0025
194,../../output/MediumBottle/Medium_60_1000_46,0.03,46.0,1.0,59.99,0.005,0.0025,0.0025
195,../../output/MediumBottle/Medium_60_1000_48,0.03,48.0,1.0,59.99,0.0025,0.0,0.0025
196,../../output/MediumBottle/Medium_60_1000_50,0.03,50.0,1.0,59.99,0.0075,0.0025,0.005
197,../../output/MediumBottle/Medium_60_1000_52,0.03,52.0,1.0,59.99,0.0075,0.0,0.0075
198,../../output/MediumBottle/Medium_60_1000_54,0.03,54.0,1.0,59.99,0.0125,0.0,0.0125
199,../../output/MediumBottle/Medium_60_1000_56,0.03,56.0,1.0,59.99,0.0225,0.0025,0.02
200,../../output/MediumBottle/Medium_60_1000_58,0.03,58.0,1.0,59.99,0.0375,0.01,0.0275
201,../../output/MediumBottle/Medium_60_1000_60,0.03,60.0,1.0,59.99,0.055,0.025,0.03
202,../../output/MediumBottle/Medium_60_1000_62,0.03,62.0,1.0,59.99,0.155,0.115,0.04
203,../../output/MediumBottle/Medium_60_1000_64,0.03,64.0,1.0,59.99,0.4975,0.4575,0.04
204,../../output/MediumBottle/Medium_60_1000_66,0.03,66.0,1.0,59.99,1.09,1.045,0.045
205,../../output/MediumBottle/Medium_60_1000_68,0.03,68.0,1.0,59.99,1.6975,1.655,0.0425
206,../../output/MediumBottle/Medium_60_1000_70,0.03,70.0,1.0,59.99,2.2325,2.185,0.0475
207,../../output/MediumBottle/Medium_60_1000_72,0.03,72.0,1.0,59.99,2.6575,2.605,0.0525
208,../../output/MediumBottle/Medium_60_1000_74,0.03,74.0,1.0,59.99,3.0325,2.9725,0.06
209,../../output/MediumBottle/Medium_60_1000_76,0.03,76.0,1.0,59.99,3.385,3.325,0.06
210,../../output/MediumBottle/Medium_60_1000_78,0.03,78.0,1.0,59.99,4.6025,4.5425,0.06
211,../../output/MediumBottle/Medium_60_1000_80,0.03,80.0,1.0,59.99,7.19,7.1225,0.0675
212,../../output/MediumBottle/Medium_60_1000_82,0.03,82.0,1.0,59.99,11.4375,11.3625,0.075
213,../../output/MediumBottle/Medium_60_1000_84,0.03,84.0,1.0,59.99,16.8325,16.7675,0.065
214,../../output/MediumBottle/Medium_60_1000_86,0.03,86.0,1.0,59.99,23.1175,23.035,0.0825
215,../../output/MediumBottle/Medium_60_1000_88,0.03,88.0,1.0,59.99,29.3075,29.22,0.0875
216,../../output/MediumBottle/Medium_60_1000_90,0.03,90.0,1.0,59.99,34.9825,34.82,0.1625
217,../../output/MediumBottle/Medium_60_1399_20,0.03,20.0,1.4,59.99,0.015,0.0,0.015
218,../../output/MediumBottle/Medium_60_1399_22,0.03,22.0,1.4,59.99,0.0075,0.0,0.0075
219,../../output/MediumBottle/Medium_60_1399_24,0.03,24.0,1.4,59.99,0.0025,0.0,0.0025
220,../../output/MediumBottle/Medium_60_1399_26,0.03,26.0,1.4,59.99,0.005,0.0,0.005
221,../../output/MediumBottle/Medium_60_1399_28,0.03,28.0,1.4,59.99,0.005,0.0025,0.0025
222,../../output/MediumBottle/Medium_60_1399_30,0.03,30.0,1.4,59.99,0.005,0.0,0.005
223,../../output/MediumBottle/Medium_60_1399_32,0.03,32.0,1.4,59.99,0.0025,0.0,0.0025
224,../../output/MediumBottle/Medium_60_1399_34,0.03,34.0,1.4,59.99,0.005,0.0025,0.0025
225,../../output/MediumBottle/Medium_60_1399_36,0.03,36.0,1.4,59.99,0.005,0.0025,0.0025
226,../../output/MediumBottle/Medium_60_1399_38,0.03,38.0,1.4,59.99,0.005,0.0,0.005
227,../../output/MediumBottle/Medium_60_1399_40,0.03,40.0,1.4,59.99,0.0025,0.0,0.0025
228,../../output/MediumBottle/Medium_60_1399_42,0.03,42.0,1.4,59.99,0.005,0.0025,0.0025
229,../../output/MediumBottle/Medium_60_1399_44,0.03,44.0,1.4,59.99,0.0025,0.0,0.0025
230,../../output/MediumBottle/Medium_60_1399_46,0.03,46.0,1.4,59.99,0.0025,0.0,0.0025
231,../../output/MediumBottle/Medium_60_1399_48,0.03,48.0,1.4,59.99,0.0025,0.0,0.0025
232,../../output/MediumBottle/Medium_60_1399_50,0.03,50.0,1.4,59.99,0.005,0.0,0.005
233,../../output/MediumBottle/Medium_60_1399_52,0.03,52.0,1.4,59.99,0.0025,0.0,0.0025
234,../../output/MediumBottle/Medium_60_1399_54,0.03,54.0,1.4,59.99,0.0125,0.0,0.0125
235,../../output/MediumBottle/Medium_60_1399_56,0.03,56.0,1.4,59.99,0.0325,0.0025,0.03
236,../../output/MediumBottle/Medium_60_1399_58,0.03,58.0,1.4,59.99,0.04,0.01,0.03
237,../../output/MediumBottle/Medium_60_1399_60,0.03,60.0,1.4,59.99,0.07,0.03,0.04
238,../../output/MediumBottle/Medium_60_1399_62,0.03,62.0,1.4,59.99,0.145,0.11,0.035
239,../../output/MediumBottle/Medium_60_1399_64,0.03,64.0,1.4,59.99,0.5125,0.4675,0.045
240,../../output/MediumBottle/Medium_60_1399_66,0.03,66.0,1.4,59.99,1.085,1.0425,0.0425
241,../../output/MediumBottle/Medium_60_1399_68,0.03,68.0,1.4,59.99,1.7075,1.66,0.0475
242,../../output/MediumBottle/Medium_60_1399_70,0.03,70.0,1.4,59.99,2.2325,2.1875,0.045
243,../../output/MediumBottle/Medium_60_1399_72,0.03,72.0,1.4,59.99,2.6575,2.6075,0.05
244,../../output/MediumBottle/Medium_60_1399_74,0.03,74.0,1.4,59.99,3.04,2.98,0.06
245,../../output/MediumBottle/Medium_60_1399_76,0.03,76.0,1.4,59.99,3.41,3.34,0.07
246,../../output/MediumBottle/Medium_60_1399_78,0.03,78.0,1.4,59.99,4.685,4.615,0.07
247,../../output/MediumBottle/Medium_60_1399_80,0.03,80.0,1.4,59.99,7.425,7.3625,0.0625
248,../../output/MediumBottle/Medium_60_1399_82,0.03,82.0,1.4,59.99,11.915,11.8525,0.0625
249,../../output/MediumBottle/Medium_60_1399_84,0.03,84.0,1.4,59.99,17.465,17.395,0.07
250,../../output/MediumBottle/Medium_60_1399_86,0.03,86.0,1.4,59.99,23.9525,23.8775,0.075
251,../../output/MediumBottle/Medium_60_1399_88,0.03,88.0,1.4,59.99,30.175,30.0125,0.1625
252,../../output/MediumBottle/Medium_60_1399_90,0.03,90.0,1.4,59.99,35.79,35.5125,0.2775
253,../../output/MediumBottle/Medium_60_1799_20,0.03,20.0,1.8,59.99,0.0125,0.0,0.0125
254,../../output/MediumBottle/Medium_60_1799_22,0.03,22.0,1.8,59.99,0.01,0.0025,0.0075
255,../../output/MediumBottle/Medium_60_1799_24,0.03,24.0,1.8,59.99,0.005,0.0,0.005
256,../../output/MediumBottle/Medium_60_1799_26,0.03,26.0,1.8,59.99,0.005,0.0,0.005
257,../../output/MediumBottle/Medium_60_1799_28,0.03,28.0,1.8,59.99,0.0025,0.0,0.0025
258,../../output/MediumBottle/Medium_60_1799_30,0.03,30.0,1.8,59.99,0.005,0.0,0.005
259,../../output/MediumBottle/Medium_60_1799_32,0.03,32.0,1.8,59.99,0.005,0.0025,0.0025
260,../../output/MediumBottle/Medium_60_1799_34,0.03,34.0,1.8,59.99,0.005,0.0,0.005
261,../../output/MediumBottle/Medium_60_1799_36,0.03,36.0,1.8,59.99,0.0025,0.0,0.0025
262,../../output/MediumBottle/Medium_60_1799_38,0.03,38.0,1.8,59.99,0.0025,0.0,0.0025
