1.534965258635194302e+09 -7.834199511215743650e-01 0.000000000000000000e+00
1.534965258717170000e+09 -7.834199511215743650e-01 2.370494604110717773e-02
1.534965258802980185e+09 -7.834199511215743650e-01 -1.564224958419799805e-01
1.534965258885024071e+09 -7.834199511215743650e-01 -2.171192765235900879e-01
1.534965258966928720e+09 -7.834199511215743650e-01 -3.453071713447570801e-01
1.534965259048988104e+09 -7.834199511215743650e-01 -3.074094653129577637e-01
1.534965259134844303e+09 -7.834199511215743650e-01 -2.159113287925720215e-01
1.534965259216845751e+09 -7.834199511215743650e-01 -2.627176046371459961e-02
1.534965259299218655e+09 -7.834199511215743650e-01 -1.056909561157226562e-02
1.534965259384671211e+09 -7.834199511215743650e-01 -1.426826715469360352e-01
1.534965259466603279e+09 -7.834199511215743650e-01 -2.788729071617126465e-01
1.534965259548960924e+09 -7.834199511215743650e-01 -2.012655735015869141e-01
1.534965259630459547e+09 -7.834199511215743650e-01 -4.816484451293945312e-02
1.534965259716585636e+09 -7.834199511215743650e-01 -1.437395811080932617e-01
1.534965259798344851e+09 -7.834199511215743650e-01 -3.688611388206481934e-01
1.534965259880273819e+09 -7.834199511215743650e-01 -5.385704636573791504e-01
1.534965259966290474e+09 -7.834199511215743650e-01 -3.895463347434997559e-01
1.534965260048210382e+09 -7.834199511215743650e-01 -1.849589943885803223e-01
1.534965260130177021e+09 -7.834199511215743650e-01 -7.383263111114501953e-02
1.534965260212188721e+09 -7.834199511215743650e-01 -1.404178738594055176e-01
1.534965260298043966e+09 -7.832139096084442809e-01 -5.631816387176513672e-02
1.534965260380034447e+09 -7.728600725821377360e-01 -5.873394012451171875e-02
1.534965260462021351e+09 -7.643772011293907820e-01 -1.755978465080261230e-01
1.534965260543924332e+09 -7.563083585597103475e-01 -5.058062672615051270e-01
1.534965260629744053e+09 -7.490666074999622337e-01 -4.849700927734375000e-01
1.534965260711762190e+09 -7.403776703413279536e-01 -2.308590412139892578e-01
1.534965260793745279e+09 -7.315298292442959927e-01 -1.309056878089904785e-01
1.534965260879831076e+09 -7.242399353876224355e-01 -3.004640340805053711e-01
1.534965260961646795e+09 -7.135335013240963198e-01 -5.639362335205078125e-01
1.534965261043609619e+09 -7.062429023405732975e-01 -4.777227044105529785e-01
1.534965261125572443e+09 -6.994132008167677217e-01 -3.832048773765563965e-01
1.534965261211480141e+09 -6.897049169479219088e-01 -4.124963879585266113e-01
1.534965261293519735e+09 -6.822432303902346007e-01 -4.665496945381164551e-01
1.534965261375494480e+09 -6.736348744698722468e-01 -2.452028393745422363e-01
1.534965261461275101e+09 -6.642461288465603131e-01 1.380020976066589355e-01
1.534965261543256044e+09 -6.561772081116987732e-01 2.018695473670959473e-01
1.534965261625211477e+09 -6.475056050257033124e-01 -2.168173193931579590e-01
1.534965261707232475e+09 -6.394518812938934094e-01 -5.784309506416320801e-01
1.534965261793000221e+09 -6.314013357875712940e-01 -6.587560176849365234e-01
1.534965261875117779e+09 -6.235368595776380474e-01 -5.625773668289184570e-01
1.534965261957117081e+09 -6.154805057524562750e-01 -7.840752601623535156e-01
1.534965262042911053e+09 -6.053489602178976359e-01 -9.877566695213317871e-01
1.534965262124897718e+09 -5.982874669496792697e-01 -1.047245562076568604e+00
1.534965262206828594e+09 -5.914577084608712010e-01 -9.418565630912780762e-01
1.534965262288657665e+09 -5.834014411257333332e-01 -8.864443302154541016e-01
